domain,class_name,video_id,true_label,mean_fake_probability,number_of_frames
ffpp_validation,real,15__outside_talking_still_laughing,0,0.009799963934347034,10
ffpp_test,fake,01_03__talking_against_wall__JZUXXFRB,1,0.09129895158112049,10
ffpp_test,fake,01_12__outside_talking_pan_laughing__TNI7KUZ6,1,0.08335873660527998,9
ffpp_test,fake,01_27__outside_talking_still_laughing__ZYCZ30C0,1,0.05141066359356046,10
ffpp_test,fake,02_07__meeting_serious__1JCLEEBQ,1,0.2725243724882603,10
ffpp_test,fake,02_07__walking_down_street_outside_angry__O4SXNLRL,1,0.398298604786396,10
ffpp_test,fake,02_13__exit_phone_room__CP5HFV3K,1,0.036257229279726744,10
ffpp_test,fake,02_15__exit_phone_room__I8G2LWD1,1,0.14257539603859187,10
ffpp_test,fake,02_15__outside_talking_pan_laughing__SB6PMCO0,1,0.3410360589623451,10
ffpp_test,fake,02_15__walking_and_outside_surprised__HTG660F8,1,0.3123952766181901,10
ffpp_test,fake,03_13__meeting_serious__GBYWJW06,1,0.12766402009874583,10
ffpp_test,fake,03_27__walk_down_hall_angry__IL675GCI,1,0.07094530805479735,10
ffpp_test,fake,03_27__walking_down_indoor_hall_disgust__IL675GCI,1,0.10929662543348968,10
ffpp_test,fake,04_01__exit_phone_room__0XUW13RW,1,0.7070891082286834,10
ffpp_test,fake,04_01__secret_conversation__6I623VU9,1,0.10992558710277081,10
ffpp_test,fake,04_21__walking_down_street_outside_angry__5Y31RZP8,1,0.11207824046723544,10
ffpp_test,fake,04_26__outside_talking_still_laughing__WX836VLY,1,0.03946745656430721,10
ffpp_test,fake,05_17__hugging_happy__YTJYYDO9,1,0.0027196744340471923,10
ffpp_test,fake,05_28__exit_phone_room__U9LRLJ6N,1,0.8655247181653977,10
ffpp_test,fake,06_07__walking_down_street_outside_angry__NMGYPBXE,1,0.6474869102239609,10
ffpp_test,fake,06_12__podium_speech_happy__3K21NFNM,1,0.3939988643862307,10
ffpp_test,fake,06_18__podium_speech_happy__DEA1TCLN,1,0.023479067347943784,10
ffpp_test,fake,06_26__kitchen_still__L5BVR5L9,1,0.4145288273692131,10
ffpp_test,fake,07_03__outside_talking_pan_laughing__IFSURI9X,1,0.2244337520794943,10
ffpp_test,fake,07_03__secret_conversation__IFSURI9X,1,0.03019376436714083,10
ffpp_test,fake,07_06__outside_talking_still_laughing__NMGYPBXE,1,0.35086367148905995,10
ffpp_test,fake,07_21__outside_talking_still_laughing__K7KXUHMU,1,0.1400258056819439,10
ffpp_test,fake,08_16__podium_speech_happy__8Q7JCS95,1,0.3019238393753767,10
ffpp_test,fake,09_18__outside_talking_pan_laughing__3VP8836C,1,0.1183355836197734,10
ffpp_test,fake,09_26__talking_against_wall__C3K20JOL,1,0.9230806440114975,10
ffpp_test,fake,10_19__kitchen_still__IDX76N5R,1,0.6213803470134736,10
ffpp_test,real,01__outside_talking_still_laughing,0,0.010233142448123544,10
ffpp_test,real,01__podium_speech_happy,0,0.010750684374943375,10
ffpp_test,real,01__secret_conversation,0,0.059060861449688674,10
ffpp_test,real,02__outside_talking_still_laughing,0,0.02414935764390975,10
ffpp_test,real,02__podium_speech_happy,0,0.003118677553720772,10
ffpp_test,real,02__talking_angry_couch,0,0.01348404453601688,10
ffpp_test,real,02__walking_and_outside_surprised,0,0.020838364702649416,10
ffpp_test,real,03__kitchen_still,0,0.008601319883018732,10
ffpp_test,real,04__kitchen_still,0,0.017074001766741276,10
ffpp_test,real,04__talking_against_wall,0,0.01019590925425291,10
ffpp_test,real,04__talking_angry_couch,0,0.01774168936535716,10
ffpp_test,real,04__walk_down_hall_angry,0,0.2977517160276572,9
ffpp_test,real,04__walking_outside_cafe_disgusted,0,0.05387806400863661,9
ffpp_test,real,05__kitchen_pan,0,0.012667070725001395,8
ffpp_test,real,05__walking_outside_cafe_disgusted,0,0.10261984322116607,9
ffpp_test,real,08__walking_outside_cafe_disgusted,0,0.08327064542099834,10
ffpp_test,real,09__exit_phone_room,0,0.04601809906307608,10
ffpp_test,real,09__talking_angry_couch,0,0.007058722525835037,10
ffpp_test,real,11__kitchen_pan,0,0.09530063775471515,9
ffpp_test,real,11__walking_outside_cafe_disgusted,0,0.15251296628266572,10
ffpp_test,real,12__kitchen_still,0,0.08320371489971876,10
ffpp_test,real,12__walking_and_outside_surprised,0,0.022650202596560122,10
ffpp_test,real,12__walking_outside_cafe_disgusted,0,0.15025420552119612,10
ffpp_test,real,13__talking_against_wall,0,0.04308943029027432,10
ffpp_test,real,13__walking_and_outside_surprised,0,0.06575868921354414,10
ffpp_test,real,14__kitchen_still,0,0.006266810069791973,10
ffpp_test,real,15__kitchen_still,0,0.012196678365580738,10
ffpp_test,real,15__outside_talking_pan_laughing,0,0.00913788253092207,8
ffpp_test,real,15__podium_speech_happy,0,0.012863424886018038,10
ffpp_test,real,15__walking_down_street_outside_angry,0,0.219236171990633,10
celebdf_v2_pilot,fake,fake__000__id28_id22_0005,1,0.15677631739526987,10
celebdf_v2_pilot,fake,fake__001__id46_id42_0000,1,0.07020151689648628,10
celebdf_v2_pilot,fake,fake__002__id54_id53_0006,1,0.7810660839080811,10
celebdf_v2_pilot,fake,fake__003__id16_id17_0013,1,0.9777870833873749,10
celebdf_v2_pilot,fake,fake__004__id50_id49_0009,1,0.28524073734879496,10
celebdf_v2_pilot,fake,fake__005__id26_id21_0005,1,0.2876930899918079,10
celebdf_v2_pilot,fake,fake__006__id6_id0_0004,1,0.9298362553119659,10
celebdf_v2_pilot,fake,fake__007__id4_id1_0005,1,0.5191897317767143,10
celebdf_v2_pilot,fake,fake__008__id38_id31_0004,1,0.4337993301451206,10
celebdf_v2_pilot,fake,fake__009__id27_id24_0006,1,0.6943626046180725,10
celebdf_v2_pilot,fake,fake__010__id3_id37_0001,1,0.06067797895520925,10
celebdf_v2_pilot,fake,fake__011__id53_id51_0002,1,0.11109579671174288,10
celebdf_v2_pilot,fake,fake__012__id2_id30_0004,1,0.1684598419815302,10
celebdf_v2_pilot,fake,fake__013__id0_id26_0002,1,0.6590831279754639,10
celebdf_v2_pilot,fake,fake__014__id23_id26_0000,1,0.5040533185005188,10
celebdf_v2_pilot,fake,fake__015__id38_id34_0006,1,0.2398744821548462,10
celebdf_v2_pilot,fake,fake__016__id32_id31_0005,1,0.9867911636829376,10
celebdf_v2_pilot,fake,fake__017__id2_id30_0002,1,0.8102759405970573,10
celebdf_v2_pilot,fake,fake__018__id23_id20_0001,1,0.5499934002757072,10
celebdf_v2_pilot,fake,fake__019__id27_id19_0007,1,0.46156183183193206,10
celebdf_v2_pilot,real,real__000__00064,0,0.029918178124353288,10
celebdf_v2_pilot,real,real__001__id21_0006,0,0.22134304344654082,10
celebdf_v2_pilot,real,real__002__id11_0005,0,0.3770682975649834,10
celebdf_v2_pilot,real,real__003__00169,0,0.08515833560377359,10
celebdf_v2_pilot,real,real__004__id37_0002,0,0.03041793783195317,10
celebdf_v2_pilot,real,real__005__id34_0001,0,0.07914034957066178,10
celebdf_v2_pilot,real,real__006__id31_0009,0,0.0277687631547451,10
celebdf_v2_pilot,real,real__007__id24_0004,0,0.650382237136364,10
celebdf_v2_pilot,real,real__008__00164,0,0.2551161527633667,10
celebdf_v2_pilot,real,real__009__id20_0006,0,0.40095383748412133,10
celebdf_v2_pilot,real,real__010__00102,0,0.38459021151065825,10
celebdf_v2_pilot,real,real__011__00168,0,0.13488207403570412,10
celebdf_v2_pilot,real,real__012__id6_0008,0,0.09406588105484844,10
celebdf_v2_pilot,real,real__013__id1_0001,0,0.05095704440027475,10
celebdf_v2_pilot,real,real__014__00014,0,0.37858833726495505,10
celebdf_v2_pilot,real,real__015__id51_0002,0,0.15379920564591884,10
celebdf_v2_pilot,real,real__016__id12_0001,0,0.07861680649220944,10
celebdf_v2_pilot,real,real__017__id11_0010,0,0.17172564640641214,10
celebdf_v2_pilot,real,real__018__id1_0007,0,0.10884962268173695,10
celebdf_v2_pilot,real,real__019__id31_0004,0,0.09949271101504564,10
